report_id,date,house,scope,fy,metric,value,unit,direction,summary,source_page
2026-05-06_유진투자증권_LGES,2026-05-06,유진투자증권,북미ESS,2026,CAPA,50,GWh+,2,"LGES는 2026년말까지 북미 ESS CAPA 50GWh+ 확보를 목표로 하며, 북미 ESS 수요는 2030년까지 연평균 약 20% 성장할 전망.",3
2026-05-06_유진투자증권_LGES,2026-05-06,유진투자증권,북미EV,2026,수요,,,-1,북미 EV 수요는 보조금 폐지 및 재고조정 영향으로 약세가 지속되나 최근 일부 월별 반등 및 고유가 영향으로 개선 가능성 존재.,3
2026-05-06_유진투자증권_LGES,2026-05-06,유진투자증권,유럽EV,2026,수요,,,1,유럽은 상대적으로 견조한 EV 수요를 유지하며 Mid-Ni/LFP 등 중저가 제품과 HEV로 대응 중.,3
2026-05-06_유진투자증권_LGES,2026-05-06,유진투자증권,46파이비중,2030,EV+ESS 내 비중,18,%,1,전기차·ESS 배터리 시장 내 4680 배터리 비중은 2030년까지 약 18~20%까지 확대될 전망.,7
2026-05-08_상상인증권_삼성SDI,2026-05-08,상상인증권,북미ESS,2026,수요증가율,30,%,2,미국 내 데이터센터향 ESS 수요가 전년대비 30% 이상 초과 증가할 것으로 기대된다.,1
2026-05-11_iM증권_LGES,2026-05-11,iM증권,북미ESS,2026,성장전망,,,2,"AIDC(AI데이터센터) 전력 인프라 확대로 ESS가 부하 평탄화·전력 품질 유지의 핵심 자산으로 재평가되며, 세액공제 적격성·공급망 투명성·현지생산 요건을 갖춘 국내 배터리 업체들의 미국 ESS 수주 확대 가능성이 높아지고 있다.",1
2026-05-11_iM증권_LGES,2026-05-11,iM증권,북미EV,2026,수요,,,-1,"단기적으로 미국 EV 배터리 수요 둔화 부담이 존재하나, 11월 미 중간선거에서 민주당이 성과를 낼 경우 친환경 정책 복원 기대감이 높아지며 업종 투자심리 개선에 긍정적으로 작용할 수 있다.",1
2026-05-11_iM증권_SK온,2026-05-11,iM증권,북미ESS,2026,수주목표,20,GWh,2,"미국 태양광 설치량 증가와 AIDC 온사이트 전력품질 개선 수요 확대로 SK-On의 2026년 미국 ESS 수주 목표(20GWh, 플랫아이언 1GWh 외 6.2GWh 우선협상 물량 포함) 달성 가능성이 높아지고 있음.",1
2026-05-11_iM증권_삼성SDI,2026-05-11,iM증권,글로벌ESS,2030,AIDC향 ESS 수요비중,31,%,2,전세계 ESS 수요에서 AI데이터센터향 비중이 2025년 약 5%에서 2030년 약 31%까지 빠르게 확대될 전망이다.,1
2026-05-11_iM증권_삼성SDI,2026-05-11,iM증권,글로벌ESS,2030,AIDC향 ESS 출하량,272,GWh,2,"전세계 AI데이터센터향 ESS 배터리 출하량이 2025년 약 12GWh에서 2027년 약 61GWh, 2030년 약 272GWh로 급증할 전망이다.",1
2026-05-11_iM증권_삼성SDI,2026-05-11,iM증권,글로벌ESS,2027,AIDC향 ESS 출하량,61,GWh,2,2027년 AI데이터센터향 ESS 배터리 출하량은 시장 성장 단계 진입으로 약 61GWh에 이를 전망이다.,1
2026-05-11_iM증권_삼성SDI,2026-05-11,iM증권,북미ESS,2026,중국산 ESS 규제,,,2,2026년부터 본격화되는 미국 행정부의 중국산 ESS 규제로 국내 배터리 셀 업체들의 미국 ESS 시장 점유율 확대가 기대된다.,1
2026-05-12_LS증권_LGES,2026-05-12,LS증권,북미ESS,2026,중국셀사M/S,50,%,-1,"미국 ESS 시장에서 중국 배터리 M/S가 2026년에도 여전히 50%를 상회하는 수준으로 예상되며, LRS·현지 Capa 건설·JV·Safe Harbor 등 FEOC 조항 대응 전략에도 불구하고 중국 셀사의 판매가 지속되고 있다.",1
2026-05-12_LS증권_LGES,2026-05-12,LS증권,북미ESS,2026,중국셀사M/S(Utility-Grid향),70,%,-1,"LFP각형으로 표준화되어 전체 ESS 수요의 70% 이상을 차지하는 Utility-Grid향 ESS 시장에서, 중국 셀사 M/S가 당분간 70%대를 유지할 것으로 전망된다.",1
2026-05-13_KB증권_SK온,2026-05-13,KB증권,유럽EV,2026,판매회복,,,1,유럽 디젤 가격 상승으로 유럽 전기차 판매가 회복되고 있다.,1
2026-05-13_KB증권_SK온,2026-05-13,KB증권,북미EV,2026,판매회복,,,1,미국 휘발유 가격 상승으로 북미 전기차 판매가 회복되고 있다.,1
2026-05-14_iM증권_SK온,2026-05-14,iM증권,북미ESS,2026,수요,,GWh,2,"미국 태양광 설치량 증가와 AIDC 온사이트 BTM 발전 수요 확대, AI 데이터센터 전력품질 개선 용도의 ESS 역할 확대 등 최근 전력시장 트렌드 변화가 북미 ESS 수요 성장과 동사 수주 확대 기회로 이어지고 있다고 평가.",1
2026-05-14_메리츠증권_SK온,2026-05-14,메리츠증권,유럽EV,2026,판매량,,,1,유럽 EV 판매량 반등 가능성으로 센티먼트가 개선되고 있다고 평가했다.,1
2026-05-14_메리츠증권_SK온,2026-05-14,메리츠증권,중국경쟁,2026,LFP/ESS 경쟁력,,,-1,한국 배터리 업체들이 LFP·ESS 분야에서 중국 선도기업 대비 Catch-up 단계에 있다고 평가했다.,1
2026-05-14_유진투자증권_SK온,2026-05-14,유진투자증권,유럽EV,2026,성장률,28,%,2,"1Q26 유럽 EV 판매량이 전년동기대비 28% 성장한 120만대를 기록, 보조금 재도입과 CO2 규제 강화, 현지 생산공급망 우대 정책이 우호적 요인으로 작용.",2
2026-05-14_유진투자증권_SK온,2026-05-14,유진투자증권,북미EV,2026,수요,,,-1,"미국은 금리 부담, 소비심리 위축, 정책 불확실성으로 EV 수요 회복 속도가 완만한 상황.",2
2026-05-14_유진투자증권_SK온,2026-05-14,유진투자증권,북미ESS,2026,성장,,,1,북미 ESS 시장은 중장기 고성장 시장으로 다양한 플레이어 진입이 자연스러운 흐름이며 가격 외 품질·공급 안정성과 프로젝트 수행 역량이 중요해지고 있음.,3
2026-05-14_한화투자증권_SK온,2026-05-14,한화투자증권,유럽EV,2026,수요,,,1,유럽 전기차(EV) 시장의 수요 증가가 1분기 SK온 출하량 확대(QoQ 10%)로 이어졌다고 언급됨(구체적 시장 성장률 수치는 제시되지 않음).,1
2026-05-21_버핏연구소_삼성SDI,2026-05-21,버핏연구소,메탈가격,2026,리튬가격,22.64,USD/kg,1,국제 리튬 가격이 2022년 11월 kg당 70달러에서 2026년 5월 20일 기준 kg당 22.64달러로 안정세(완만한 상승세)를 보이며 배터리 원가 부담이 완화되고 있다.,4
2026-05-21_버핏연구소_삼성SDI,2026-05-21,버핏연구소,북미ESS,2026,성장률,,%,2,AI 데이터센터 확산과 IRA 세액공제·보조금에 힘입어 미국 ESS 시장이 세계에서 가장 빠르게 성장하고 있으며 캘리포니아·텍사스·애리조나가 핵심 시장이다.,5
2026-05-21_버핏연구소_삼성SDI,2026-05-21,버핏연구소,중국경쟁,2025,시장점유율,55,%,-1,2025년 기준 CATL·BYD 중국 2개사의 글로벌 이차전지 시장점유율 합계가 55%(4위 CALB 포함시 60%)에 달하는 반면 한국 3사(LG엔솔·SK온·삼성SDI) 합산 점유율은 약 20%에 불과하다.,7
2026-05-21_버핏연구소_삼성SDI,2026-05-21,버핏연구소,글로벌EV수요,2026,수요전망,,,1,미국-이란 전쟁 등 지정학적 리스크로 브렌트유가 배럴당 100달러를 돌파(105.2달러)하면서 내연기관차 대안으로 전기차 수요가 회복되고 있다.,5
2026-05-26_미래에셋증권_삼성SDI,2026-05-26,미래에셋증권,유럽EV,2026,수요,,,2,유럽 국가 보조금 확대와 유가 상승으로 유럽 EV 수요 상황이 회복되는 국면에 진입했다.,1
2026-05-28_NH투자증권_LGES,2026-05-28,NH투자증권,북미ESS,2026,TAM 확장,,,2,화석연료 발전 연계용 BESS 수요(데이터센터 전력 안정화 목적)가 신재생 연계 수요에 더해지며 BESS 전체 시장 규모(TAM)를 확장시킬 계기로 판단.,1
2026-05-28_키움증권_삼성SDI,2026-05-28,키움증권,유럽EV,2026,정책환경,,,1,"유럽 내 우호적인 정책 환경(IAA, CRMA 등)에 따라 헝가리 공장의 활용도가 점차 커질 것으로 기대.",1
