report_id,date,house,theme,direction,bull,bear,summary,source_page
2023-07-06_대신증권_산업,2023-07-06,대신증권,LFP침투,3,"글로벌 EV 배터리 시장 내 LFP 비중은 1Q23 36%(중국 내수 63%, 중국 외 9%)까지 확대, 21년 30%에서 30년 67%까지 지속 상승 전망. 저렴한 가격(NCM 대비 -31% 양극재 원가)이 확산 동력.",LFP는 NCM 대비 무게가 무거워(60kWh 기준 +18%) Volume EV(주행거리 380~452km) 모델에는 추가 중량이 주행거리 감소로 이어져 채용 확대가 제한적일 것으로 판단.,LFP 비중 확대는 구조적 추세이나 Volume EV 시장에서는 무게 제약으로 침투가 제한적일 것.,19
2023-07-06_대신증권_산업,2023-07-06,대신증권,K배터리경쟁력,6,"GM/Ford/Stellantis/현대기아/Toyota/Honda 등 6개 완성차 그룹(북미 M/S 70%)이 국내 배터리사와 긴밀한 JV 관계를 구축, 이들 물량만 안정적으로 확보해도 북미 점유율 최소 70% 유지 가능.",CATL 등 중국 업체의 CTP 기술 굴기로 팩 기준 에너지밀도 격차가 축소되고 있어 장기적 기술 우위가 위협받을 소지.,북미 고객군 우호적 관계로 K배터리의 시장 지배력(M/S 70%)은 당분간 유지될 전망.,28
2023-07-06_대신증권_산업,2023-07-06,대신증권,중국경쟁,-5,,"CATL의 3세대 CTP '기린' 배터리는 팩기준 에너지밀도(255Wh/kg)와 부피활용도(72%)에서 국내 3사 대비 우위를 보이며, BYD 블레이드 배터리도 LFP 기반으로 삼원계 대비 11% 수준 차이까지 좁혀 국내 배터리 진영의 기술 굴기 위협이 현실화.",중국 배터리·소재 업체의 기술 굴기가 빨라지고 있어 국내 3사의 CTP 대응이 시급하다는 판단.,4
2023-07-06_대신증권_산업,2023-07-06,대신증권,관세정책,6,"IRA AMPC(셀 kWh당 35달러, 셀+모듈 45달러) 세액공제로 국내 3사의 EV 전지 영업이익률이 큰 폭 개선(LGES 26년 EV OPM 6.5%→AMPC반영 15.1%), 배터리부품·핵심광물 요건 충족시 우려국가(중국) 배제 조항이 국내 밸류체인에 유리하게 작용.",우려국가(FEOC) 세부지침이 미확정 상태로 24년 미 대선을 앞두고 정치적 노이즈가 연말까지 지속될 가능성.,IRA 세제 혜택은 K배터리·소재에 구조적으로 유리하나 우려국가 조항 확정 전까지 노이즈는 지속될 전망.,30
2023-07-06_대신증권_산업,2023-07-06,대신증권,수급밸런스,7,"북미 EV 배터리 수급 Balance는 23년(-56%)에서 30년(-47%)까지 지속적인 공급 부족(Shortage) 상태를 유지할 것으로 추정, 이는 국내 3사의 가격 협상력과 점유율 유지에 유리.",,북미 배터리는 구조적 공급 부족 국면이 지속되어 국내 3사에 우호적인 수급 환경이 이어질 전망.,22
2023-07-06_대신증권_산업,2023-07-06,대신증권,메탈가격,1,"북미산 리튬(미국 매장량 6,400만톤, 볼리비아·아르헨티나 다음)이 26년부터 본격 공급되며 역내 공급망 다변화 가능.","신규 광산/염호 개발 및 상용화까지 최소 5년 이상 소요되어 단기간 내 메탈 확보 경쟁 심화 및 비용 부담 우려, LGES 등은 지분투자·장기공급계약을 통해 선제적으로 대응 중.",리튬을 중심으로 한 메탈 확보 전쟁이 격화되는 가운데 국내 3사 중 LGES가 가장 공격적으로 대응.,36
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,글로벌EV수요,6,"1H23 글로벌 전기차 침투율 14.4%(YoY+3.1%p), xEV 판매량 YoY+41.7%로 견고히 증가. 2023/24/25년 15%/20%/24%, 2030년 50%, 2035년 70%까지 침투율 상승 전망.",,글로벌 전기차 수요는 침투율 상승 기조를 유지하며 견고하게 증가하고 있다고 판단.,11
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,북미EV,4,"북미는 완성차 2위 시장이나 침투율은 가장 낮아(1H23 9.5%) 성장 여력이 크고, IRA 이후 중국 기업 진출 가능성이 낮아 한국·일본 배터리 기업의 점유율 확보가 기대됨. LGES 배터리가 5월부터 Tesla Model3(북미)에 탑재 시작.",Tesla를 제외한 북미 OEM들의 전동화 전환 속도가 느려 본격적인 전기차 판매량 증가는 다수 배터리 공장이 완공되는 2026년 이후로 지연될 전망.,북미는 확실한 성장 시장으로 한국 배터리 기업이 선점 가능한 지역으로 판단(Top Pick 선정의 핵심 근거).,48
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,유럽EV,3,"유럽 지역 BEV 판매 비중이 반기마다 59%→64%→68%로 상승, 배터리 탑재량이 큰 BEV 위주 성장은 배터리 기업에 긍정적. VW·Stellantis·Daimler 등 유럽 전통 OEM 판매 견조(1H23 각 +37.6%/+8.2%/+8.8%).",PHEV 보조금 축소로 1H23 유럽 전기차 판매 성장률(YoY+26.4%)이 중국(+42.7%)·미국(+57.9%) 대비 가장 저조.,유럽은 PHEV에서 BEV로 전환되는 시기로 성장률은 타 지역 대비 낮지만 배터리 업계에는 우호적.,14
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,중국EV,2,중국 전기차 침투율이 1H23 27.0%로 3개 지역 중 가장 높고 BYD가 점유율 35%로 독보적 성장(YoY+95.2%) 지속.,"비중국계 OEM의 중국 내 전기차 점유율은 8% 미만에 불과해 국내 배터리 기업이 직접 향유하기 어려운 시장으로, 소수 브랜드 중심 재편이 예상됨.",중국 전기차 시장은 소수 로컬 브랜드 중심으로 재편되며 국내 배터리사에는 노출이 제한적인 시장.,13
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LFP침투,-2,"CATL의 유럽향 배터리는 LFP가 아닌 삼원계 위주(2Q23 LFP 비중 8%)로 공급 중이라 한국 배터리 기업 유럽 점유율에 미치는 단기 영향은 제한적. 삼성SDI는 26년 ESS향, 27년 EV향 LFP 양산을 준비 중이며 한국 배터리·양극재 기업의 EV향 LFP 개발이 2025년 이후 상용화될 전망.","글로벌 LFP 배터리 침투율이 23년 1~7월 누적 37.9%로 상승세이며, 특히 중국 지역 LFP 침투율은 60.7%로 압도적.",LFP 침투율은 지속 상승 중이나 유럽향 CATL 물량은 아직 삼원계 중심이라 한국 기업에 대한 단기 충격은 제한적.,66
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,폼팩터46,1,삼성SDI는 46파이 배터리를 P6와 동일 소재 구성으로 26년 GM향 양산을 준비 중이며 다른 고객사와도 공급을 협상 중.,,46파이 원통형 배터리는 삼성SDI의 차세대 성장 포인트로 26년부터 본격화될 전망.,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,중국경쟁,-6,,CATL의 글로벌(중국 제외) 점유율이 1H22 20.4%→1H23 27.2%로 급등하며 LGES와의 점유율 격차가 8.0%p(1H22)에서 1.5%p(1H23)로 축소. 유럽에서는 CATL 점유율이 25.9%→34.4%로 상승하며 LGES와의 격차도 13.4%p→4.9%p로 좁혀짐.,"국내 2차전지 기업의 가장 큰 리스크는 중국 배터리 기업의 해외(중국 제외) 시장 점유율 상승이며, 이 추세는 유럽에서 뚜렷하게 나타나고 있음.",19
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,관세정책,4,"EU 배터리법(CRMA/NZIA/배터리 규정)의 공급망 실사 의무는 중국 기업의 중국 내 생산 배터리 탄소배출량 기준 충족을 어렵게 만들어, 규제안이 한국 기업보다 중국 기업에 더 큰 걸림돌이 될 전망. IRA 이후 중국 기업의 북미 진출 가능성도 낮음.","EU 배터리법의 세부 하위 법령이 24~28년 사이 단계적으로 공개될 예정이라 불확실성이 존재하며, 현재까지 공개된 초안에는 역외 기업 차별조항이나 현지조달 요구가 명시되지 않음.",EU 배터리법 및 IRA 등 무역·환경 규제는 전반적으로 한국 배터리 기업에 우호적으로 작용할 전망.,69
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,K배터리경쟁력,5,"LGES는 유럽·북미 모두에서 점유율/CAPA 우위(유럽 1H23 점유율 39.3%, 북미 CAPA 323GWh로 한국 3사 중 최대)를 기록 중이며 Top Pick. 포스코퓨처엠은 리튬·니켈 내재화율이 2024년 71%→2030년 91%로 상승하는 등 그룹 수직계열화로 원가 경쟁력을 확보해 Top Pick.","삼성SDI·SK온은 LGES·CATL 대비 상대적으로 낮은 성장률을 기록했으며, 유럽 내 CATL과의 점유율 격차 축소로 경쟁 심화 우려.","28년까지 유럽 내 수직계열화를 진행하는 기업과 확실한 성장시장인 북미를 선점할 수 있는 기업(LGES, 포스코퓨처엠)에 주목해야 한다는 판단.",71
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,글로벌EV수요,-2,전기차 수요는 여전히 증가 중이며 성장 산업임에는 의심이 없다. 중국 판매 비중 70%로 절대적 성장이 지속되고 유럽·미국도 기존 추정보다 부진하지 않다.,"2022년 평균 판매 증가율 75% 대비 2023년 성장률은 둔화되었고, VW·르노 등 주요 OEM의 판매목표 미달 및 하향 조정이 진행 중이라 경기 둔화 시 배터리 업체 증설 속도를 수요가 따라가지 못할 리스크가 있다.","2024년 EV 판매 성장률은 25%로 둔화되며, 완성차의 가격 인하와 소비 여력이 성장 지속의 관건이다.",6
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,메탈가격,2,장기적으로 금속 가격이 더 하락해야 배터리 가격이 저렴해지고 전기차 확산에 긍정적 영향을 미친다. 현재 배터리 가격으로는 인센티브 없이 내연기관차 대비 소비자 메리트가 없다.,메탈 가격 하락으로 완성차들이 배터리 구매 시기를 늦추면서 배터리 업체 실적에 단기적으로 부정적 영향을 주고 있다.,메탈가격 하락은 단기 실적엔 부담이나 중장기 EV 확산에는 긍정적으로 판단한다.,12
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,LFP침투,7,"세계 LFP 비중은 2022년 27%에서 2025년 이후 40%에 도달할 전망이며, LFP 셀 가격이 NCM 대비 23% 이상 저렴하다. 국내 3사 모두 LFP 기술개발을 완료하고 라인업 확대를 준비 중이며, LMFP로 진화하며 에너지밀도 단점도 보완되고 있다.",LFP는 하이니켈 NCM 대비 에너지밀도가 낮아 프리미엄 세그먼트에서는 여전히 하이니켈이 필요하다.,LFP·LMFP 채택 확대가 2024년 배터리 소재 트렌드의 핵심이며 지속 증가할 전망이다.,14
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,폼팩터46,5,"2024년 테슬라 4680 중대형 원통형 전지 생산 본격화로 시장이 개화되고, 이에 따라 실리콘 음극재 사용량이 연평균 44% 성장하며 2025년 세계 수요 20만톤으로 추정된다.",,4680 양산 확대가 원통형 폼팩터와 실리콘 음극재 시장의 개화를 이끌 전망이다.,44
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,K배터리경쟁력,2,"LG에너지솔루션·삼성SDI·SK이노베이션 모두 LFP·LMFP·실리콘 음극재 기술개발을 완료했고, CTP 기술 개발을 가속화하며 완성차와의 공동 설계를 통한 CTC 협력도 도모하고 있다. SK이노베이션은 초장폭 셀·3세대 Z스태킹·실리콘 음극재로 안정성과 경제성을 확보할 전망이다.","표준화된 모듈 구조에서 탈피하는 데 시간이 필요하며, 대응하지 않는 업체는 장기적으로 완성차와의 힘겨루기에서 뒤처질 수 있다.","국내 배터리 3사는 소재·구조 혁신을 통해 경쟁력을 강화하고 있으며, SK이노베이션은 후발주자에서 선발주자로 도약할 전망이다.",5
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,중국경쟁,-6,,"CATL, BYD, Gotion 등 중국 업체들이 LMFP 양산 발표, CTP 3.0 기린배터리, 블레이드 배터리 등 공격적 기술 트렌드를 주도하고 있으며, CATL은 2025년 CTC 배터리 양산까지 계획해 배터리 회사 중심의 기술 주도권 경쟁을 심화시키고 있다.",중국 배터리 업체들의 기술·원가 경쟁력이 K배터리를 지속적으로 위협하고 있다.,56
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,수급밸런스,-5,,"국내 소재 업체들의 공격적 증설로 중장기 양극재 수급은 공급과잉 국면으로 진입할 전망이며, 포스코퓨처엠 등 설비 용량만으로도 2030년 기준 전기차 2천만대 공급이 가능하다. 배터리 수급 전망(도표2)에서도 공급이 수요를 상회하는 구간이 확대된다.",양극재·배터리 공급과잉 우려가 지속되며 가격은 매년 하락할 것으로 판단한다.,17
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,북미EV,5,"IRA FEoC 발표 이후 중국 기업의 북미 진출이 사실상 불가능해져 북미가 한국 셀3사에 우호적 시장으로 확정. 2030년 북미 필요 배터리 CAPA 1,399GWh 중 확정 920GWh, 향후 기대 물량 513GWh(약 77조원), 전기차 라인업도 2023년 58종에서 2028년 154종으로 확대 전망","2024년 상반기 전기차 수요 둔화 우려가 있으며 GM(2.9%), Ford(3.8%), Stellantis(7.5%) 등 미국계 OEM의 전기차 침투율이 낮은 수준",IRA FEoC로 한국 배터리사에 확실히 우호적인 시장이 된 북미가 향후 핵심 성장 축이 될 것,70
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,글로벌EV수요,2,"2023년 글로벌 xEV 판매량은 2,179만대(YoY+31.9%)로 견조한 성장을 지속했으며 2030년까지 전동화 비율 50% 달성이 여전히 유효한 목표",2024년 상반기 전기차 수요 둔화에 대한 우려가 확산되고 있으며 메탈가 하락에 따른 판가 연동으로 배터리·소재사 실적 둔화 우려,단기 수요 둔화 우려는 있으나 중장기 전동화 방향성은 유효,70
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,유럽EV,-2,"향후 유럽 OEM들의 LFP 채택이 확대될 전망이며, EU 배터리법 시행(23년 8월)으로 28년부터 역내 수직계열화 기업이 시장을 선점할 가능성","2023년 유럽 PHEV 보조금 축소로 PHEV 판매가 전년 대비 정체되었고, 전기차 성장률(BEV+32.0%)이 미국(+49.3%) 대비 상대적으로 부진, CATL의 유럽 점유율이 빠르게 상승(YoY+68.0%)",유럽은 28년 EU 배터리법 본격 시행 전까지 CATL 등 중국 기업의 잠식 우려가 상존하며 수직계열화 완성도가 승부처,19
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,중국EV,1,중국 xEV 판매량은 925만대(YoY+30.9%)로 글로벌 최대 시장 지위를 유지,중국 전기차 보조금 폐지가 시작된 2023년부터 CATL 등 중국 배터리 기업이 중국 외 지역(유럽·글로벌)에서 점유율을 빠르게 확대해 한국 기업의 리스크로 작용,중국 내수는 견조하나 보조금 폐지 이후 중국 배터리 기업의 해외 진출 가속이 더 큰 이슈,13
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,K배터리경쟁력,-3,"IRA FEoC로 북미 시장이 한국 셀3사에 우호적으로 재편되었고, LGES는 Top10 OEM 중 7개 기업과 공급 레퍼런스를 보유하며 북미 최대 배터리 CAPA(284GWh)를 확보",중국 외 글로벌 배터리 시장에서 LGES-CATL 출하량 격차가 2022년 33.6%에서 2023년 1.0%로 급격히 좁혀짐,북미에서는 확실한 우위를 점했으나 글로벌 전체 경쟁 구도에서는 CATL과의 격차가 빠르게 줄고 있어 방심할 수 없는 상황,13
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,중국경쟁,-6,,"CATL의 글로벌(중국 제외) 배터리 출하량이 87.7GWh(YoY+79.7%)로 급증했고 유럽 내 CATL 점유율도 YoY+68.0% 상승, LFP뿐 아니라 삼원계 배터리 출하량까지 동반 증가하며 한국 3사를 빠르게 추격",중국 배터리 기업의 중국 외 지역 진출이 본격화되며 한국 배터리 산업의 최대 리스크로 부상,14
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,관세정책,4,"23년 12월 발표된 IRA FEoC로 중국 배터리 기업의 북미 진출이 사실상 차단되었고, 향후 EU 배터리법(23년 8월 발효, 28년까지 하위법령 단계적 채택)도 역내 생산·수직계열화 기업에 유리하게 작용할 전망","IRA 보조금 대상 차량 가격 제한(SUV·픽업트럭 8만달러, 그 외 5.5만달러 이하) 조건을 넘어서는 차량에는 중국 기업 공급 가능성이 일부 존재",IRA FEoC·EU 배터리법 모두 한국 배터리 기업에 우호적인 방향으로 작용할 정책 모멘텀,19
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,메탈가격,-4,장기적으로 메탈가 하락은 배터리·완성차의 원가 경쟁력 개선 및 전기차 대중화에 긍정적,탄산리튬 가격이 22년 고점 대비 80% 이상 급락하며 판가 연동에 따른 매출 축소와 재고평가손실이 엘앤에프·에코프로비엠 등 소재사 24년 실적 부진의 핵심 요인,메탈가 하락에 따른 판가 연동 매출 감소와 재고평가손실이 1H24까지 소재사 실적의 발목을 잡을 전망,86
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,LFP침투,3,"글로벌 LFP 배터리 침투율이 40.1%(YoY+1.9%p)로 상승 추세이며, CATL의 유럽향 LFP 비중도 1Q22 3.6%에서 4Q23 8.8%로 증가, 향후 유럽 OEM들의 LFP 채택 확대가 전망됨. 한국 배터리·양극재 기업들도 EV향 LFP 개발을 진행 중이며 25년 이후 상용화 기대",북미는 IRA FEoC 발표 이후 LFP 침투율이 점진적으로 하락하는 추세,글로벌·유럽에서는 LFP 침투가 확대되는 반면 북미는 IRA 영향으로 오히려 둔화,18
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,수급밸런스,-2,2030년까지 전동화 비율 50% 달성 목표는 여전히 유효하며 전기차 라인업 확대에 따라 배터리 수요도 비례 성장할 전망,"2024년 상반기 전기차 수요 둔화 우려와 함께 유럽 폴란드 공장 가동률 축소, 북미 주요 고객사의 재고 축적으로 LGES 1Q24 실적이 부진할 것으로 전망됨",단기적으로는 완성차·배터리사의 재고 조정 국면이 이어지나 하반기 이후 점진적 회복 기대,82
2024-05-20_유진투자증권_산업,2024-05-20,유진투자증권,나트륨이온,4,"BYD의 30GWh 규모 신규 공장 착공, 노스볼트의 생산 계획 언급 등 중국을 중심으로 시장 개화가 예상되며, LFP 이후 차세대 저비용 케미스트리(LMFP→Na-ion)로 진화하는 로드맵상 2025~2030년 구간에 상용화가 전망됨.",,"나트륨이온배터리는 저가 차량용 저비용 배터리 요구에 부응하는 차세대 케미스트리로, 중국 중심으로 시장 개화가 예상되는 게임체인저 후보로 판단.",3
2024-05-20_유진투자증권_산업,2024-05-20,유진투자증권,LFP침투,6,"완성차 업체들이 점차 저비용·저에너지밀도 케미스트리를 채용하는 추세이며, LFP는 각형 폼팩터와의 조합을 통해 시장을 리딩 중. BYD·Tesla·Geely·SAIC·창안 등 주요 OEM이 이미 LFP를 채택했고, 장기적으로 LMFP로 진화 전망.",,"LFP는 Mid-Nickel 케미스트리를 대체하며 각형 폼팩터와 결합해 시장 점유를 확대하고, 장기적으로 LMFP·Na-ion으로 진화할 전망.",15
2024-05-20_유진투자증권_산업,2024-05-20,유진투자증권,글로벌EV수요,-3,,"포드를 중심으로 완성차들의 오더컷이 발생하고 있으며, 이로 인해 배터리 기업들의 공장 가동률 정체, 고정비 부담 증가, 실적 컨센서스 하향이 전망됨.",완성차 오더컷 확산에 따라 배터리 업황과 주가는 당분간 횡보할 것으로 판단.,6
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,글로벌EV수요,6,"2025년 글로벌 BEV 판매대수 증가율 +30.6% 예상. 친환경차(EV) 판매대수는 2025E 1,879만대로 전년대비 +361만대 증가 전망.",,2025년에도 EV 수요는 견조한 두 자릿수 성장이 예상되나 지역별 편차가 큼.,20
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,북미EV,2,"Stellantis 북미 합작공장 가동, BMW EV 신차 라인업 등 긍정적 요소 존재.","북미 BEV 증가율은 +10% 내외로 글로벌 대비 낮고, 완성차업체 인센티브 비용이 대당 $10,000를 초과하는 등 원가절감이 절실.",북미는 완만한 성장이 예상되나 증가분의 상당 부분은 중국이 차지.,11
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,유럽EV,3,"독일 정부의 EV 보조금 재개 검토, Bull case 가정 시 2025년 독일 EV 판매 54만대(2024E 대비 +9.8만대) 가능.","보조금 폐지 이후 독일 EV 판매성장률이 0%에 수렴할 만큼 급감했으며, 중국시장 노출 30% 이상인 독일 완성차업체는 신규 플랫폼 셀 소싱에서 원가부담 지속.",유럽 EV는 보조금 정책 재개 여부가 2025년 성장의 핵심 변수.,22
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,중국EV,5,"중국 BEV 시장은 +30% 이상 성장률을 지속하며 2025년 판매대수 824만대(+140만대 YoY) 전망, CATL은 1H24 영업이익률 17.1%로 구조적 우위 지속.","북미/유럽 시장에서 중국 배터리업체의 배제 강화(관세, IRA 세제혜택 배제, 미 국방수권법)로 해외 성장여력은 제한.",중국 내수는 견조하나 해외(북미/유럽) 진출은 정책적으로 봉쇄되는 추세.,27
