report_id,date,house,company,issue,stance_score,summary,source_page
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,SK온,LFP/LMFP 기술 경쟁력,4,"LFP 기술개발을 완료했으나 원재료 외부조달 구조로 LGES 대비 원가 경쟁력은 다소 열위이며, BASF·Mn계(하이망간, LMFP) 양극재 개발을 추진 중이다.",15
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,SK온,실적 턴어라운드/흑자전환,7,"2024년 매출액 19.9조원(+52%yoy), 영업이익 1.2조원으로 흑자 전환 전망. 헝가리·중국 증설 완료 및 수율 안정화, 포드 F-150 물량 증가로 연간 배터리 생산량 106GWh(가동률 70%) 달성 가정.",63
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,SK온,팩 구조(CTP) 개발 및 원가경쟁력,5,"초장폭 셀(1,000mm), 3세대 Z스태킹, 실리콘 음극재를 활용해 배터리 안정성과 경제성을 모두 확보하고 CTP 개발을 가속화하는 등 후발주자에서 선발주자로 도약을 시도한다.",23
2023-11-21_유진투자증권_산업,2023-11-21,유진투자증권,LGES,프리미엄/중저가 투트랙 전략,6,"High-Ni NCMA로 프리미엄 시장(에너지밀도 강화), 고전압 Mid-Ni NCM·Mn-Rich·LFP/LMFP로 중저가 시장을 동시에 공략하며 46-Series 원통형 생산을 애리조나에 추가 배정하는 등 공급망을 확장한다.",69
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,LGES,북미 배터리 CAPA 레퍼런스 및 확장성,8,"Top10 OEM 중 9개(JV 4개 포함) 기업과 안정적 레퍼런스를 보유하고 북미 최대 배터리 CAPA(284GWh)를 확보, 북미 물량 증가율이 가장 높을 것으로 전망되어 Top Pick으로 제시",4
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,LGES,AMPC,6,"IRA AMPC로 인한 수혜는 연결 기준 24년 1.7조원, 25년 3.6조원, 26년 5.2조원으로 3년 누적 10.6조원의 혜택이 기대됨",82
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,LGES,단기 실적 저점 통과,-2,유럽 폴란드 공장 가동률 축소와 북미 주요 고객사 재고 축적으로 1Q24는 부진한 실적이 예상되나 하반기 이후 GM JV 2공장 가동 등으로 회복 전망,82
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,삼성SDI,IRA AMPC 연내 반영 및 CAPA 증설,6,"다양한 배터리 포트폴리오(P5/P6 중심)와 공격적 CAPEX(24년 6.4조원)로 중대형 전지 중심 성장, Stellantis JV 1공장 2H24 조기 가동 및 북미 시장 본격 진출 전망",87
2024-02-26_IBK투자증권_산업,2024-02-26,IBK투자증권,삼성SDI,고부가 제품 믹스 개선,5,"고부가 제품(P5,P6) 비중이 24년 50%에서 55%로 증가하며 믹스 개선에 따른 수익성 개선 흐름이 지속될 것으로 기대, 섹터 내 가장 저평가된 기업으로 평가",87
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,삼성SDI,유럽 EV 보조금 재개 및 신규 라인업 효과,4,"BMW EV 신차 라인업, Stellantis 북미 합작 1공장 가동, Audi(VW) 독일 보조금 재개 효과로 2025년 매출 기준 +23% 내외 성장 가능하나 완성차 이익체력 우려와 상쇄될 소지.",64
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,삼성SDI,ESS 사업 성장세,5,3Q24 ESS 사업은 전분기 대비 +20% 내외 성장했고 2025년에도 +15%YoY 이상 성장을 전망.,61
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,삼성SDI,3Q24 실적 컨센서스 하회,-4,"주 고객사 영업이익 가이던스 하향 조정 국면에서 3Q24 매출 4.1조원(-32.1%YoY), 영업이익 1,441억원(-70.9%YoY)으로 컨센서스를 하회할 것으로 예상.",61
2024-10-21_상상인증권_산업,2024-10-21,상상인증권,삼성SDI,이익 회복속도 대비 P·원가 점검 필요,-2,"시장에서 기대하는 2025년 이익 회복속도는 매출성장률을 크게 상회하는 수준으로, P 회복 및 원가요인에 대한 점검이 필요.",23
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,LGES,북미증설,6,2025년 글로벌 CAPA를 270GWh→320GWh로 최대 50GWh 확대하며 미시간·Honda JV·Stellantis JV 등 북미 증설 사이클을 본격화,6
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,LGES,가동률,5,생산 효율화 가정 시 가동률을 53%→63%로 제고하여 하반기 BEP 달성 전제조건을 충족할 것으로 판단,7
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,LGES,고객사재고조정,-4,GM/Tesla 재고조정 이슈가 상반기까지 지속되며 판매 모멘텀에 부담을 줄 것으로 전망,8
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,LGES,46파이,5,오창 4680 라인 준공 및 Tesla Model Q向 공급 가능성이 부각되며 원통형 신규 수주 확대가 기대됨,20
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,LGES,밸류에이션,7,"목표주가 490,000원(BUY 유지)으로 상승여력 39.2%를 제시하고, 2025년 배터리 판매량 YoY+13.8% 정상화를 근거로 제시",24
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,삼성SDI,46파이,4,"1Q25 M-Mobility향 4680 배터리 양산을 개시하며 Rivian向 매출 공백을 일부 복구할 전망이며, BMW向 EV 고객사 확보가 본격 양산의 관건",17
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,삼성SDI,StellantisJV,5,Stellantis JV(33GWh) Ramp-up이 지속되며 중대형 전지 수급이 점진적으로 안정화되는 점이 고무적,30
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,삼성SDI,판매량,-2,2025년 배터리 판매량은 YoY -1.2%로 전년 수준에 그칠 전망이며 상반기 저점 통과 후 하반기 반등을 기대,10
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,삼성SDI,ESS,5,AI 데이터센터향 전력 수요 증가로 ESS가 40%대 성장을 지속할 전망이며 CAPA 20% 증설을 검토,10
2025-02-03_흥국증권_산업,2025-02-03,흥국증권,삼성SDI,목표주가하향,-3,"목표주가를 300,000원으로 하향 제시(BUY 유지, 상승여력 35.1%)하며 신중한 정상화 시나리오를 반영",30
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,LGES,46시리즈 배터리 양산 및 Tesla 공급,6,"46시리즈 양산 본격화(2026년 국내 9GWh+미국 36GWh)로 전기차 외 신규시장(건설장비 등) 개척 전망, Tesla 차세대 Optimus향 4680 배터리 공급 유력 후보로 부각.",33
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,LGES,휴머노이드 로봇 배터리 공급 사례,5,"베어로보틱스에 2170 원통형 배터리 단독 공급 계약 및 기술협력 MOU 체결, 물류 자율주행로봇까지 시장 확장 중.",33
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,LGES,미국/유럽 수요 불확실성 및 관세·IRA 리스크,-6,"트럼프 정부 관세 정책과 IRA 정책 수정 불확실성으로 밸류에이션 프리미엄을 경쟁사 대비 80%→40%로 하향, 목표주가 7% 하향(41만원→38만원), 불확실성 해소 전까지 HOLD 유지.",34
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,LGES,1분기 실적 컨센서스 상회,3,"1Q25 영업이익 954억원으로 컨센서스(404억원) 대비 136% 상회 전망이나 원/달러 환율 상승 효과가 주효했을 뿐 판매량 회복은 제한적, 3분기 이후 미국 판매량 2개 분기 연속 감소 전망.",34
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,삼성SDI,현대차그룹과 로봇 전용 배터리 공동개발 MOU,7,"올해 2월 현대차/기아와 고성능 로봇 전용 배터리 공동개발 MOU 체결, Boston Dynamics향 배터리 탑재 가능성 및 국내 배터리 셀 업체 중 가장 이른 2027년 전고체 양산 목표와 연관.",30
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,삼성SDI,2분기 고객사 수요 회복 기대,4,"1분기 실적은 시장 예상 하회(영업적자 3,474억원)하나 2분기 고객사 주문 회복으로 중대형 전지 30% 매출 성장 및 흑자전환 기대.",42
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,삼성SDI,글로벌 OEM 각형 수요 확대 및 노스볼트 파산 반사수혜,5,"국내 Peer 업체와 달리 2025년 5조원 저점 이후 2027년까지 지속 Capex 확대 계획, 노스볼트 파산으로 각형 배터리 물량 요구 증가 및 유럽 완성차 수요 확보 기대.",42
2025-03-21_삼성증권_산업,2025-03-21,삼성증권,삼성SDI,유상증자 이후 밸류에이션 매력,4,"2조원 유상증자 공시로 주가 6.2% 조정되었으나 이는 과도하게 반영된 측면, P/B 0.7배로 Peer 대비 저평가 영역이라 판단해 목표주가 6% 하향(32만원→30만원)에도 BUY 유지.",42
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,LGES,46파이,7,"국내 3사 중 46시리즈 대량양산이 가장 빠를 것으로 기대. 벤츠·리비안 수주 계약 완료, 46시리즈 주요 고객사 계약을 앞두고 있어 Top Pick으로 유지.",45
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,LGES,전고체,3,"고분자계·황화물계 Two Track 전략으로 고분자 2026년, 황화물계 2030년 900Wh/L 이상 상용화 목표. UCSD와 공동으로 상온 구동 가능한 장수명 전고체전지 개발 중.",41
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,삼성SDI,전고체,4,"수원 영통 연구소에 P/파일럿 라인 구축, 2023년 7월부터 샘플 생산. 황화물계/리튬금속 무음극 방식을 채택했고 3사 중 가장 이른 2027년 상용화를 목표로 제시.",41
2025-04-02_유안타증권_산업,2025-04-02,유안타증권,SK온,전고체,4,"Solid Power와 2026년부터 황화물계 전고체전지 생산 협력, 2028년 상용화 목표. 음극에 실리콘을 적용해 930Wh/L 이상 에너지밀도 구현 계획.",41
2025-05-16_하나증권_산업,2025-05-16,하나증권,LGES,현실적 침투가능수요 하향 반영 Valuation,-3,"미국 배터리 전체 수요를 2030년 416GWh로 산정하되 LFP·중국 우회 침투를 고려한 한국 침투가능수요는 326GWh로 추가 할인, 목표주가 336,000원에 투자의견 중립 유지.",32
2025-05-16_하나증권_산업,2025-05-16,하나증권,LGES,CAPA 계획 하향,-4,"2022~23년 제시했던 2025년 500GWh 목표 대비 실제 2025년 CAPA는 340GWh(가동률 60% 미만)에 불과, 2030년 전후 적정 CAPA를 400GWh 수준으로 재산정.",15
2025-05-16_하나증권_산업,2025-05-16,하나증권,LGES,로봇 등 신시장을 통한 De-rating 방어,3,"2030년 예상 실적 및 Target P/E 20배 적용에 기초하되, 로봇·드론 등 신규 시장 성장성이 배터리의 급격한 De-rating을 막아줄 것으로 판단.",32
2025-05-16_하나증권_산업,2025-05-16,하나증권,삼성SDI,신규 고객사 확보 전까지 모멘텀 부재,-5,"최근 유럽 시장 내 점유율 하락을 반영해 목표주가를 195,000원으로 하향, 기존 고객사향 배터리 출하 감소 속 모멘텀 부재로 투자의견 중립 유지.",36
2025-05-16_하나증권_산업,2025-05-16,하나증권,삼성SDI,장기 P/B 정상화에 따른 하방 제한,2,"목표 시가총액이 2030년 예상 자본총계 대비 0.7배 수준에 불과해 P/B 부담이 크지 않으며, 신규 고객사 확보 시그널 확인 시 상승 여력이 크다고 판단.",28
2025-06-10_SK증권_산업,2025-06-10,SK증권,LGES,증설/생산능력 계획,-5,가장 큰 생산캐파를 보유했다는 것은 미래의 대규모 비용 부담을 의미. 2025년 캐파 계획을 468→340GWh로 하향 조정했음에도 공급과잉 규모는 24년 185GWh에서 25년 194GWh로 확대.,8
2025-06-10_SK증권_산업,2025-06-10,SK증권,LGES,고객 구조,2,GM 25%·테슬라 20% 매출 비중. 대규모 수요를 약속한 GM은 계약 불확실성이 확대되는 반면 테슬라향 매출 보유가 상대적 차별화 포인트가 될 수 있는지가 관건.,9
2025-06-10_SK증권_산업,2025-06-10,SK증권,삼성SDI,재무 안정성,6,차입금의존도(29%)·부채비율 등이 LGES·SK온 대비 상대적으로 양호해 불황기 재무 차별화 포인트로 평가.,23
2025-06-10_SK증권_산업,2025-06-10,SK증권,삼성SDI,고객 구조/경쟁 심화,-4,"BMW 35% 집중된 고객구조 속에 BMW 내 CATL·LGES 진입으로 경쟁 심화, 리비안 내 LFP 채용 확대로 점유율 하락 우려, 스텔란티스는 출하량 불확실.",12
2025-06-10_SK증권_산업,2025-06-10,SK증권,SK온,재무 구조,-8,"차입금의존도 43%(3사 중 최고), 단기차입비중 38%로 신용 부담 존재. 업황보다 재무 안정성이 더 중요한 상황이며 순차입금 30.9조원으로 3사 중 최대.",15
2025-06-10_SK증권_산업,2025-06-10,SK증권,SK온,고객/수요 불확실성,-6,"핵심 고객 포드의 수요 부진이 지속되고 있으며, 북미 고객사(포드 등)의 전략 변화로 미래 캐파 가용 방안이 불투명. 장기공급계약 보상 여부가 핵심 변수.",14
2025-07-25_iM증권_산업,2025-07-25,iM증권,LGES,미국 ESS 시장 점유율 확대 시나리오,8,"미시간 ESS 전용 LFP 공장(16.5GWh)을 지난 6월부터 본격 가동하며 북미 ESS 점유율이 2024년 5%에서 2028년 33%까지 확대될 것으로 가정, ESS 영업이익도 2024년 -800억원에서 2028년 1조2,600억원 규모로 시나리오 상 크게 상향된다.",16
2025-07-25_iM증권_산업,2025-07-25,iM증권,삼성SDI,미국 ESS 시장 점유율 확대 시나리오,8,"올해 말 ESS용 삼원계 생산 개시, 내년 하반기 LFP 라인 증설 계획을 바탕으로 북미 ESS 점유율이 2024년 6%에서 2028년 22%까지 확대될 것으로 가정, ESS 영업이익도 2024년 1,170억원에서 2028년 8,580억원 규모로 상향된다.",16
2025-07-25_iM증권_산업,2025-07-25,iM증권,SK온,미국 ESS 시장 진입 지연,-3,ESS 시장 진입이 지연되어 미국 ESS 시장 국내 업체 점유율 확대 시나리오 분석 대상에서 제외되었다.,14
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,LGES,3Q25 잠정 실적 - 원통형 수요 서프라이즈,6,"영업이익 6,013억원(+22%QoQ)으로 컨센서스 17% 상회, 예상보다 강했던 원통형 제품 수요와 일회성 이익 인식으로 3개 분기 연속 서프라이즈 기록",22
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,LGES,미국 ESS/원통형 차별화 실적 지속력,7,"미국 ESS용 LFP 배터리 생산 확대와 중국/유럽 선도 전기차업체향 파생 모델 신차 효과로 국내 경쟁사 대비 차별적 실적이 1H26까지 지속될 전망, 목표주가 44만원 BUY 유지",23
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,LGES,미국 전기차 세액공제 폐지 영향,-3,3Q25 미국 판매(-31%QoQ) 및 외 수출(-5%QoQ) 부진에도 고객사 약속 물량 미납에 따른 보상금 수령으로 매출 및 이익 인식은 당사 예상치를 상회,22
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,삼성SDI,"3Q25 프리뷰, 4Q 라인 전환·ESS 가동 기대",-2,"3분기 영업이익은 적자 3,256억원으로 시장 예상치 소폭 하회 전망이나, 4분기 북미 SPE 합작공장 첫번째 라인의 유럽향 대응 전환과 ESS 양산 가동 개선에 따른 전지 부문 적자 폭 축소 기대",28
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,삼성SDI,유럽 고객사향 보상금 반영,-4,"중대형 EV 배터리 부문에서 유럽 고객사로부터 수요 부진에 따른 보상금(약 1,000억원 추정) 반영으로 3분기 적자 폭이 확대되나 이는 일회성 요인으로 실제 수익성 변화는 제한적",28
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,삼성SDI,"2026년 실적 전망 하향, 목표주가 소폭 상향",3,"Peer 그룹 EV/EBITDA 배수 상승(11배→12.7배)을 반영해 목표주가를 4% 상향한 25만원으로 제시, 4분기 북미 SPE 라인의 유럽향 대응 전환과 ESS 가동에 따른 손익 개선이 주가에 긍정적으로 반영될 것으로 판단하여 BUY 유지",28
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,LGES,OEM보상금,5,고객사 약속 물량 미납에 따른 보상금 수령으로 미국·수출 판매 부진에도 매출 및 이익이 당사 예상치를 상회한 점을 긍정적으로 평가.,22
2025-10-23_삼성증권_산업,2025-10-23,삼성증권,삼성SDI,OEM보상금,-3,"유럽 고객사 수요 부진에 따른 보상금(약 1,000억원 추정) 반영으로 3분기 적자 폭이 확대되나, 일회성 요인으로 실제 수익성 변화는 제한적이라고 판단.",28
2025-11-19_다올투자증권_산업,2025-11-19,다올투자증권,LGES,ESS 모멘텀 개화,8,"2026년 ESS용 배터리 매출액은 약 7조원(YoY +173%)으로 급증하며 4Q25를 기점으로 분기 매출액이 1조원을 돌파할 전망. 미시건 홀랜드 및 폴란드 랜싱 공장의 ESS 전환으로 2026년말 미국 기준 ESS 공급능력이 50GWh에 육박, 최초 진입 프리미엄 지속.",30
2025-11-19_다올투자증권_산업,2025-11-19,다올투자증권,삼성SDI,ESS향 방향성 전환,6,2026년 ESS 매출액은 약 4조원(YoY +29.8%)으로 전망되며 4Q25를 기점으로 ESS+BBU 합산 매출이 EV용 대형전지 매출을 넘어서기 시작할 전망. 전사 손익분기점 통과는 2H26으로 지연되나 미국 ESS 시황이 매우 우호적이라 미래가치 프라이싱이 필요.,35
2025-11-19_다올투자증권_산업,2025-11-19,다올투자증권,LGES,AMPC 손익 기여,5,"2026년 AMPC 수령액은 약 1조원으로 추정되며, 이를 제외한 영업이익도 3.1조원 규모로 흑자전환. Non-AMPC 지역(전사 생산능력의 약 60%) 가동률 개선이 관건.",30
2025-11-19_다올투자증권_산업,2025-11-19,다올투자증권,삼성SDI,실적 저점 통과 시점,-3,"2025년 매출 역성장이 마무리되며 2026년 동사 매출액은 YoY +10.6%로 반등 예상되나, 4Q25까지는 전사 적자 지속 전망.",35
2025-11-24_SK증권_산업,2025-11-24,SK증권,SK온,북미 EV 보조금 폐지 노출도,-6,"전체 자본 내 미국 비중이 약 68~70%로 3사 중 가장 높아, 보조금 폐지와 재고 둔화 리스크에 가장 크게 노출.",11
2025-11-24_SK증권_산업,2025-11-24,SK증권,LGES,북미 EV 보조금 폐지 노출도,-5,미국 비중이 약 61%로 SK온과 유사하게 높아 보조금 폐지 영향에 크게 노출.,11
